,Unnamed: 0,fighter1,fighter2,weightclass,fighter1_odds,fighter2_odds,event_url,full_event_url,method,event
2,2,Diego Sanchez,Luigi Fioravanti,Welterweight Bout,,,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,https://www.ufc.com/event/The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,KO/TKO,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale
3,3,Spencer Fisher,Jeremy Stephens,Lightweight Bout,,,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,https://www.ufc.com/event/The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,Decision - Unanimous,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale
4,4,Matthew Riddle,Dante Rivera,Middleweight Bout,,,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,https://www.ufc.com/event/The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,Decision - Unanimous,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale
5,5,Dustin Hazelett,Joshua Burkman,Welterweight Bout,,,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,https://www.ufc.com/event/The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,Submission,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale
6,6,Drew McFedries,Marvin Eastman,Middleweight Bout,,,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,https://www.ufc.com/event/The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,KO/TKO,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale
7,7,Matt Brown,Matt Arroyo,Welterweight Bout,,,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,https://www.ufc.com/event/The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,KO/TKO,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale
8,8,Dean Lister,Jeremy Horn,Middleweight Bout,,,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,https://www.ufc.com/event/The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,Submission,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale
9,9,Rob Kimmons,Rob Yundt,Middleweight Bout,,,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,https://www.ufc.com/event/The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale,Submission,The-Ultimate-Fighter-T-Rampage-vs-T-Forrest-Finale
0,0,Jake Ellenberger,Stephen Thompson,Welterweight Bout,,,the-ultimate-fighter-team-att-team-blackzilians,https://www.ufc.com/event/the-ultimate-fighter-team-att-team-blackzilians,KO/TKO,the-ultimate-fighter-team-att-team-blackzilians
1,1,Kamaru Usman,Hayder Hassan,Welterweight Bout,,,the-ultimate-fighter-team-att-team-blackzilians,https://www.ufc.com/event/the-ultimate-fighter-team-att-team-blackzilians,SUB,the-ultimate-fighter-team-att-team-blackzilians
2,2,Michael Graves,Vicente Luque,Welterweight Bout,,,the-ultimate-fighter-team-att-team-blackzilians,https://www.ufc.com/event/the-ultimate-fighter-team-att-team-blackzilians,DEC,the-ultimate-fighter-team-att-team-blackzilians
3,3,Jorge Masvidal,Cezar Ferreira,Welterweight Bout,,,the-ultimate-fighter-team-att-team-blackzilians,https://www.ufc.com/event/the-ultimate-fighter-team-att-team-blackzilians,KO/TKO,the-ultimate-fighter-team-att-team-blackzilians
4,4,Angela Magana,Michelle Waterson-Gomez,Women's Strawweight Bout,,,the-ultimate-fighter-team-att-team-blackzilians,https://www.ufc.com/event/the-ultimate-fighter-team-att-team-blackzilians,SUB,the-ultimate-fighter-team-att-team-blackzilians
5,5,Maximo Blanco,Mike De La Torre,Featherweight Bout,,,the-ultimate-fighter-team-att-team-blackzilians,https://www.ufc.com/event/the-ultimate-fighter-team-att-team-blackzilians,KO/TKO,the-ultimate-fighter-team-att-team-blackzilians
6,6,Josh Samman,Caio Magalhaes,Middleweight Bout,,,the-ultimate-fighter-team-att-team-blackzilians,https://www.ufc.com/event/the-ultimate-fighter-team-att-team-blackzilians,SUB,the-ultimate-fighter-team-att-team-blackzilians
7,7,Russell Doane,Jerrod Sanders,Bantamweight Bout,,,the-ultimate-fighter-team-att-team-blackzilians,https://www.ufc.com/event/the-ultimate-fighter-team-att-team-blackzilians,DEC,the-ultimate-fighter-team-att-team-blackzilians
8,8,Dan Miller,Trevor Smith,Middleweight Bout,,,the-ultimate-fighter-team-att-team-blackzilians,https://www.ufc.com/event/the-ultimate-fighter-team-att-team-blackzilians,DEC,the-ultimate-fighter-team-att-team-blackzilians
9,9,George Sullivan,,Welterweight Bout,,,the-ultimate-fighter-team-att-team-blackzilians,https://www.ufc.com/event/the-ultimate-fighter-team-att-team-blackzilians,DEC,the-ultimate-fighter-team-att-team-blackzilians
10,10,Darrell Montague,Willie Gates,Flyweight Bout,,,the-ultimate-fighter-team-att-team-blackzilians,https://www.ufc.com/event/the-ultimate-fighter-team-att-team-blackzilians,KO/TKO,the-ultimate-fighter-team-att-team-blackzilians
0,0,Court McGee,Kris McCray,Middleweight Bout,,,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,Submission,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE
1,1,Keith Jardine,Matt Hamill,Light Heavyweight Bout,,,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,Decision - Majority,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE
2,2,Chris Leben,Aaron Simpson,Middleweight Bout,,,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,KO/TKO,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE
3,3,Spencer Fisher,Dennis Siver,Lightweight Bout,,,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,Decision - Unanimous,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE
4,4,Jamie Yager,Rich Attonito,Middleweight Bout,,,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,KO/TKO,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE
5,5,John Gunderson,Mark Holst,Lightweight Bout,,,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,Decision - Unanimous,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE
6,6,Brad Tavares,Seth Baczynski,Middleweight Bout,,,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,Decision - Unanimous,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE
7,7,Josh Bryant,Kyle Noke,Middleweight Bout,,,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,KO/TKO,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE
8,8,Chris Camozzi,James Hammortree,Middleweight Bout,,,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,Decision - Unanimous,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE
9,9,James McSweeney,Travis Browne,Heavyweight Bout,,,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE,KO/TKO,The-Ultimate-Fighter-Team-Liddell-vs-Team-Ortiz-FINALE
0,0,Diego Sanchez,Clay Guida,Lightweight Bout,,,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,Decision - Split,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE
1,1,James Wilks,DaMarques Johnson,Welterweight Bout,,,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,Submission,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE
2,2,Chris Lytle,Kevin Burns,Welterweight Bout,,,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,Decision - Unanimous,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE
3,3,Ross Pearson,Andre Winner,Lightweight Bout,,,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,Decision - Unanimous,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE
4,4,Joe Stevenson,Nate Diaz,Lightweight Bout,,,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,Decision - Unanimous,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE
5,5,Melvin Guillard,Gleison Tibau,Lightweight Bout,,,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,Decision - Split,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE
6,6,Brad Blackburn,Edgar Garcia,Welterweight Bout,,,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,Decision - Split,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE
7,7,Tomasz Drwal,Mike Ciesnolevicz,Light Heavyweight Bout,,,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,KO/TKO,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE
8,8,Nick Osipczak,Frank Lester,Welterweight Bout,,,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,Submission,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE
9,9,Jason Dent,Cameron Dollar,Lightweight Bout,,,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,https://www.ufc.com/event/The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE,Submission,The-Ultimate-Fighter-Team-US-vs-Team-UK-FINALE
0,0,Rafael Dos Anjos,Kamaru Usman,Welterweight Bout,,,tuf-28-finale-2018,https://www.ufc.com/event/tuf-28-finale-2018,DEC,tuf-28-finale-2018
1,1,Juan Espino,Justin Frazier, ,,,tuf-28-finale-2018,https://www.ufc.com/event/tuf-28-finale-2018,SUB,tuf-28-finale-2018
2,2,Pannie Kianzad,Macy Chiasson, ,,,tuf-28-finale-2018,https://www.ufc.com/event/tuf-28-finale-2018,SUB,tuf-28-finale-2018
3,3,Pedro Munhoz,Bryan Caraway,Bantamweight Bout,,,tuf-28-finale-2018,https://www.ufc.com/event/tuf-28-finale-2018,KO/TKO,tuf-28-finale-2018
4,4,Darren Stewart,Edmen Shahbazyan,Middleweight Bout,,,tuf-28-finale-2018,https://www.ufc.com/event/tuf-28-finale-2018,DEC,tuf-28-finale-2018
5,5,Ji Yeon Kim,Antonina Shevchenko,Women's Flyweight Bout,,,tuf-28-finale-2018,https://www.ufc.com/event/tuf-28-finale-2018,DEC,tuf-28-finale-2018
6,6,Ricky Glenn,Kevin Aguilar,Featherweight Bout,,,tuf-28-finale-2018,https://www.ufc.com/event/tuf-28-finale-2018,DEC,tuf-28-finale-2018
7,7,Joseph Benavidez,Alex Perez,Flyweight Bout,,,tuf-28-finale-2018,https://www.ufc.com/event/tuf-28-finale-2018,KO/TKO,tuf-28-finale-2018
8,8,Maurice Greene,Michel Batista, ,,,tuf-28-finale-2018,https://www.ufc.com/event/tuf-28-finale-2018,SUB,tuf-28-finale-2018
9,9,Julija Stoliarenko,Leah Letson, ,,,tuf-28-finale-2018,https://www.ufc.com/event/tuf-28-finale-2018,DEC,tuf-28-finale-2018
10,10,Roosevelt Roberts,Darrell Horcher,Lightweight Bout,,,tuf-28-finale-2018,https://www.ufc.com/event/tuf-28-finale-2018,SUB,tuf-28-finale-2018
11,11,Tim Means,Ricky Rainey,Welterweight Bout,,,tuf-28-finale-2018,https://www.ufc.com/event/tuf-28-finale-2018,KO/TKO,tuf-28-finale-2018
12,12,Raoni Barcelos,Chris Gutierrez,Bantamweight Bout,,,tuf-28-finale-2018,https://www.ufc.com/event/tuf-28-finale-2018,SUB,tuf-28-finale-2018
0,0,Jake Ellenberger,Martin Kampmann,Welterweight Bout,,,TUF-Live-1-Finale,https://www.ufc.com/event/TUF-Live-1-Finale,KO/TKO,TUF-Live-1-Finale
1,1,Michael Chiesa,Al Iaquinta,Lightweight Bout,,,TUF-Live-1-Finale,https://www.ufc.com/event/TUF-Live-1-Finale,Submission,TUF-Live-1-Finale
2,2,,Charles Oliveira,Featherweight Bout,,,TUF-Live-1-Finale,https://www.ufc.com/event/TUF-Live-1-Finale,Submission,TUF-Live-1-Finale
3,3,Max Holloway,Pat Schilling,Featherweight Bout,,,TUF-Live-1-Finale,https://www.ufc.com/event/TUF-Live-1-Finale,Decision - Unanimous,TUF-Live-1-Finale
4,4,Justin Lawrence,John Cofer,Lightweight Bout,,,TUF-Live-1-Finale,https://www.ufc.com/event/TUF-Live-1-Finale,KO/TKO,TUF-Live-1-Finale
5,5,Daron Cruickshank,,Lightweight Bout,,,TUF-Live-1-Finale,https://www.ufc.com/event/TUF-Live-1-Finale,Decision - Unanimous,TUF-Live-1-Finale
6,6,Myles Jury,,Lightweight Bout,,,TUF-Live-1-Finale,https://www.ufc.com/event/TUF-Live-1-Finale,Submission,TUF-Live-1-Finale
7,7,Cristiano Marcello,Sam Sicilia,Lightweight Bout,,,TUF-Live-1-Finale,https://www.ufc.com/event/TUF-Live-1-Finale,KO/TKO,TUF-Live-1-Finale
8,8,Joe Proctor,Jeremy Larsen,Lightweight Bout,,,TUF-Live-1-Finale,https://www.ufc.com/event/TUF-Live-1-Finale,KO/TKO,TUF-Live-1-Finale
9,9,John Albert,Erik Perez,Bantamweight Bout,,,TUF-Live-1-Finale,https://www.ufc.com/event/TUF-Live-1-Finale,Submission,TUF-Live-1-Finale
0,0,,Michael Johnson,Lightweight Bout,,,TUF12-Finale,https://www.ufc.com/event/TUF12-Finale,Decision - Unanimous,TUF12-Finale
1,1,Stephan Bonnar,Igor Pokrajac,Light Heavyweight Bout,,,TUF12-Finale,https://www.ufc.com/event/TUF12-Finale,Decision - Unanimous,TUF12-Finale
2,2,Kendall Grove,Demian Maia,Middleweight Bout,,,TUF12-Finale,https://www.ufc.com/event/TUF12-Finale,Decision - Unanimous,TUF12-Finale
3,3,Nam Phan,Leonard Garcia,Featherweight Bout,,,TUF12-Finale,https://www.ufc.com/event/TUF12-Finale,Decision - Split,TUF12-Finale
4,4,Cody McKenzie,Aaron Wilkinson,Lightweight Bout,,,TUF12-Finale,https://www.ufc.com/event/TUF12-Finale,Submission,TUF12-Finale
5,5,Ian Loveland,Tyler Toner,Featherweight Bout,,,TUF12-Finale,https://www.ufc.com/event/TUF12-Finale,Decision - Unanimous,TUF12-Finale
6,6,Sako Chivitchian,Kyle Watson,Lightweight Bout,,,TUF12-Finale,https://www.ufc.com/event/TUF12-Finale,Decision - Unanimous,TUF12-Finale
7,7,Will Campuzano,Nick Pace,Bantamweight Bout,,,TUF12-Finale,https://www.ufc.com/event/TUF12-Finale,Submission,TUF12-Finale
8,8,Fredson Paixao,Pablo Garza,Featherweight Bout,,,TUF12-Finale,https://www.ufc.com/event/TUF12-Finale,KO/TKO,TUF12-Finale
9,9,Rich Attonito,David Branch,Middleweight Bout,,,TUF12-Finale,https://www.ufc.com/event/TUF12-Finale,Decision - Unanimous,TUF12-Finale
0,0,Ramsey Nijem,Tony Ferguson,Welterweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,KO/TKO,TUF13-finale
1,1,Clay Guida,Anthony Pettis,Lightweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,Decision - Unanimous,TUF13-finale
2,2,Ed Herman,Tim Credeur,Middleweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,KO/TKO,TUF13-finale
3,3,Fabio Maldonado,Kyle Kingsbury,Light Heavyweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,Decision - Unanimous,TUF13-finale
4,4,Chuck O'Neil,Chris Cope,Welterweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,Decision - Unanimous,TUF13-finale
5,5,Dan Downes,Jeremy Stephens,Lightweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,Decision - Unanimous,TUF13-finale
6,6,Josh Grispi,George Roop,Featherweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,KO/TKO,TUF13-finale
7,7,Ryan McGilivray,Shamar Bailey,Welterweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,Decision - Unanimous,TUF13-finale
8,8,Clay Harvison,Justin Edwards,Welterweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,Decision - Split,TUF13-finale
9,9,Scott Jorgensen,Ken Stone,Bantamweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,KO/TKO,TUF13-finale
10,10,Reuben Duran,Francisco Rivera,Bantamweight Bout,,,TUF13-finale,https://www.ufc.com/event/TUF13-finale,Submission,TUF13-finale
0,0,Michael Bisping,Jason Miller,Middleweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,KO/TKO,TUF14-Finale
1,1,Diego Brandao,Dennis Bermudez,Featherweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,Submission,TUF14-Finale
2,2,TJ Dillashaw,John Dodson,Bantamweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,KO/TKO,TUF14-Finale
3,3,Tony Ferguson,Yves Edwards,Lightweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,Decision - Unanimous,TUF14-Finale
4,4,Louis Gaudinot,Johnny Bedford,Bantamweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,KO/TKO,TUF14-Finale
5,5,Marcus Brimage,Stephen Bass,Featherweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,Decision - Unanimous,TUF14-Finale
6,6,Dustin Pague,John Albert,Bantamweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,KO/TKO,TUF14-Finale
7,7,Roland Delorme,Josh Ferguson,Bantamweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,Submission,TUF14-Finale
8,8,Steven Siler,Josh Clopton,Featherweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,Decision - Unanimous,TUF14-Finale
9,9,Bryan Caraway,Dustin Neace,Featherweight Bout,,,TUF14-Finale,https://www.ufc.com/event/TUF14-Finale,Submission,TUF14-Finale
0,0,Roy Nelson,Matt Mitrione,Heavyweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,KO/TKO,TUF16-Finale
1,1,Colton Smith,Mike Ricci,Welterweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,Decision - Unanimous,TUF16-Finale
2,2,Pat Barry,Shane Del Rosario,Heavyweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,KO/TKO,TUF16-Finale
3,3,Dustin Poirier,,Featherweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,Submission,TUF16-Finale
4,4,Mike Pyle,James Head,Welterweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,KO/TKO,TUF16-Finale
5,5,Johnny Bedford,Marcos Vinicius,Bantamweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,KO/TKO,TUF16-Finale
6,6,Vinc Pichel,Rustam Khabilov,Lightweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,KO/TKO,TUF16-Finale
7,7,TJ Waldburger,Nick Catone,Welterweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,Submission,TUF16-Finale
8,8,Reuben Duran,Hugo Viana,Bantamweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,KO/TKO,TUF16-Finale
9,9,Mike Rio,John Cofer,Lightweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,Submission,TUF16-Finale
10,10,Jared Papazian,Tim Elliott,Flyweight Bout,,,TUF16-Finale,https://www.ufc.com/event/TUF16-Finale,Decision - Unanimous,TUF16-Finale
0,0,Urijah Faber,Scott Jorgensen,Bantamweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,Submission,TUF17-Finale
1,1,Uriah Hall,Kelvin Gastelum,Middleweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,Decision - Split,TUF17-Finale
2,2,Miesha Tate,Cat Zingano,Women's Bantamweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,KO/TKO,TUF17-Finale
3,3,Travis Browne,Gabriel Gonzaga,Heavyweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,KO/TKO,TUF17-Finale
4,4,Bubba McDaniel,Gilbert Smith,Middleweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,Submission,TUF17-Finale
5,5,Josh Samman,Kevin Casey,Middleweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,KO/TKO,TUF17-Finale
6,6,Luke Barnatt,Collin Hart,Middleweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,Decision - Unanimous,TUF17-Finale
7,7,Dylan Andrews,Jimmy Quinlan,Middleweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,KO/TKO,TUF17-Finale
8,8,Bristol Marunde,Clint Hester,Middleweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,KO/TKO,TUF17-Finale
9,9,Cole Miller,Bart Palaszewski,Featherweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,Submission,TUF17-Finale
10,10,Sam Sicilia,Maximo Blanco,Featherweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,Decision - Unanimous,TUF17-Finale
11,11,Justin Lawrence,Daniel Pineda,Featherweight Bout,,,TUF17-Finale,https://www.ufc.com/event/TUF17-Finale,Submission,TUF17-Finale
0,0,Gray Maynard,Nate Diaz,Lightweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,KO/TKO,TUF18-Finale
1,1,Julianna Peña,Jessica Rakoczy,Women's Bantamweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,KO/TKO,TUF18-Finale
2,2,Chris Holdsworth,Davey Grant,Bantamweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,Submission,TUF18-Finale
3,3,Jessamyn Duke,Peggy Morgan,Women's Bantamweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,Decision - Unanimous,TUF18-Finale
4,4,Roxanne Modafferi,Raquel Pennington,Women's Bantamweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,Decision - Unanimous,TUF18-Finale
5,5,Akira Corassani,Maximo Blanco,Featherweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,DQ,TUF18-Finale
6,6,Rani Yahya,Tom Niinimaki,Featherweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,Decision - Split,TUF18-Finale
7,7,Jared Rosholt,Walt Harris,Heavyweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,Decision - Unanimous,TUF18-Finale
8,8,Sean Spencer,Drew Dober,Welterweight Bout,,,TUF18-Finale,https://www.ufc.com/event/TUF18-Finale,Decision - Unanimous,TUF18-Finale
