,Unnamed: 0,W/L,Weight class,Method,Round,Time,Fighter1,Fighter2,F1_Kd,F2_Kd,F1_Str,F2_Str,F1_Td,F2_Td,F1_Sub,F2_Sub,fight_num,event_id
11,11,win,Flyweight,U-DEC,3,5:00,Phil Harris,Ulysses Gomez,0,0,33,35,1,0,0,0,12,4679a38cced7c64a
0,0,win,Welterweight,U-DEC,3,5:00,Diego Sanchez,Karo Parisyan,0,0,66,36,3,9,1,0,1,46c8ec317aff28ac
1,1,win,Middleweight,KO/TKO  Punches,2,0:35,Chris Leben,Jorge Santiago,1,0,9,6,1,1,0,0,2,46c8ec317aff28ac
2,2,win,Middleweight,U-DEC,3,5:00,Dean Lister,Yuki Sasaki,0,0,24,26,5,0,2,0,3,46c8ec317aff28ac
3,3,win,Welterweight,KO/TKO  Punches,1,4:10,Josh Koscheck,Jonathan Goulet,1,0,23,1,1,0,1,0,4,46c8ec317aff28ac
4,4,win,Middleweight,SUB  Rear Naked Choke,1,2:59,Martin Kampmann,Crafton Wallace,0,0,19,1,1,0,1,0,5,46c8ec317aff28ac
5,5,win,Welterweight,SUB  Triangle Choke,1,2:01,Joe Riggs,Jason Von Flue,0,0,1,0,1,0,1,0,6,46c8ec317aff28ac
6,6,win,Heavyweight,KO/TKO  Punches,2,0:52,Jake O'Brien,Kristof Midoux,0,0,25,2,3,0,0,0,7,46c8ec317aff28ac
7,7,win,Welterweight,U-DEC,3,5:00,Forrest Petz,Sammy Morgan,5,0,45,8,6,0,0,1,8,46c8ec317aff28ac
8,8,win,Welterweight,SUB  Rear Naked Choke,1,2:37,Anthony Torres,Pat Healy,0,0,11,13,0,0,1,0,9,46c8ec317aff28ac
0,0,win,Featherweight,KO/TKO  Punches,2,0:24,Yair Rodriguez,BJ Penn,1,0,55,4,0,0,0,0,1,46effbd1135423c5
1,1,win,Lightweight,S-DEC,3,5:00,Joe Lauzon,Marcin Held,0,0,20,23,1,5,1,0,2,46effbd1135423c5
2,2,win,Welterweight,U-DEC,3,5:00,Ben Saunders,Court McGee,0,0,49,54,0,1,0,0,3,46effbd1135423c5
3,3,win,Flyweight,U-DEC,3,5:00,Sergio Pettis,John Moraga,0,0,48,33,2,1,0,0,4,46effbd1135423c5
4,4,win,Lightweight,U-DEC,3,5:00,Drakkar Klose,Devin Powell,0,0,68,22,2,0,0,0,5,46effbd1135423c5
5,5,win,Bantamweight,S-DEC,3,5:00,Augusto Mendes,Frankie Saenz,0,1,42,40,4,0,0,0,6,46effbd1135423c5
6,6,win,Heavyweight,SUB  Ezekiel Choke,1,2:57,Aleksei Oleinik,Viktor Pesta,0,0,7,7,0,1,1,0,7,46effbd1135423c5
7,7,win,Lightweight,U-DEC,3,5:00,Anthony Rocco Martin,Alex White,0,0,20,11,2,0,0,0,8,46effbd1135423c5
8,8,win,Women's Strawweight,SUB  Rear Naked Choke,3,3:39,Nina Nunes,Jocelyn Jones-Lybarger,0,0,48,21,1,0,2,0,9,46effbd1135423c5
9,9,win,Heavyweight,KO/TKO  Knee,2,2:41,Walt Harris,Chase Sherman,1,0,32,20,0,0,0,0,10,46effbd1135423c5
10,10,win,Light Heavyweight,KO/TKO  Punches,3,2:05,Joachim Christensen,Bojan Mihajlovic,1,0,41,22,0,0,0,0,11,46effbd1135423c5
11,11,win,Heavyweight,KO/TKO  Punches,1,2:41,Cyril Asker,Dmitrii Smoliakov,0,0,19,5,1,0,0,0,12,46effbd1135423c5
0,0,win,Light Heavyweight,KO/TKO  Punch,1,1:01,Anderson Silva,James Irvin,1,0,13,0,0,0,0,0,1,46f11d15c0134fe3
1,1,win,Light Heavyweight,U-DEC,3,5:00,Brandon Vera,Reese Andy,0,0,38,30,2,1,0,0,2,46f11d15c0134fe3
2,2,win,Lightweight,U-DEC,3,5:00,Frankie Edgar,Hermes Franca,0,0,69,18,10,0,0,1,3,46f11d15c0134fe3
3,3,win,Heavyweight,KO/TKO  Punches,1,2:02,Cain Velasquez,Jake O'Brien,0,0,24,1,1,0,0,0,4,46f11d15c0134fe3
4,4,win,Welterweight,KO/TKO,3,3:35,Kevin Burns,Anthony Johnson,0,0,37,51,0,5,0,0,5,46f11d15c0134fe3
5,5,win,Middleweight,SUB  Peruvian Necktie,1,3:58,CB Dollaway,Jesse Taylor,0,0,4,4,0,1,2,0,6,46f11d15c0134fe3
6,6,win,Middleweight,KO/TKO  Punches,1,1:54,Tim Credeur,Cale Yarbrough,1,0,19,6,0,0,0,0,7,46f11d15c0134fe3
7,7,win,Welterweight,KO/TKO  Kick,1,1:37,Rory Markham,Brodie Farber,1,0,6,18,0,0,0,0,8,46f11d15c0134fe3
8,8,win,Middleweight,SUB  Triangle Choke,1,4:21,Nate Loughran,Johnny Rees,0,0,1,7,0,0,2,0,9,46f11d15c0134fe3
9,9,win,Welterweight,KO/TKO  Punches,2,2:29,Brad Blackburn,James Giboo,4,0,53,9,0,0,0,0,10,46f11d15c0134fe3
10,10,win,Lightweight,SUB  Rear Naked Choke,1,3:33,Shannon Gugerty,Dale Hartt,0,0,3,1,1,0,2,2,11,46f11d15c0134fe3
0,0,nc  nc,Middleweight,Overturned  Punch,1,3:52,Vitor Belfort,Kelvin Gastelum,0,2,10,26,0,0,0,0,1,47b7e4e60813b7b2
1,1,win,Light Heavyweight,KO/TKO  Punch,3,0:59,Mauricio Rua,Gian Villante,2,0,94,55,2,0,0,0,2,47b7e4e60813b7b2
2,2,win,Lightweight,KO/TKO  Flying Knee,2,3:35,Edson Barboza,Beneil Dariush,1,0,30,51,0,0,0,0,3,47b7e4e60813b7b2
3,3,win,Flyweight,U-DEC,3,5:00,Ray Borg,Jussier Formiga,0,0,36,30,0,0,0,0,4,47b7e4e60813b7b2
4,4,draw  draw,Women's Bantamweight,M-DEC,3,5:00,Bethe Correia,Marion Reneau,0,0,43,75,2,0,0,0,5,47b7e4e60813b7b2
5,5,win,Welterweight,SUB  Rear Naked Choke,2,2:38,Alex Oliveira,Tim Means,0,0,12,9,6,0,1,0,6,47b7e4e60813b7b2
6,6,win,Lightweight,SUB  Rear Naked Choke,2,3:12,Kevin Lee,Francisco Trinaldo,0,0,15,25,1,0,1,1,7,47b7e4e60813b7b2
7,7,win,Welterweight,U-DEC,3,5:00,Sergio Moraes,Davi Ramos,0,0,39,35,0,0,0,0,8,47b7e4e60813b7b2
8,8,win,Bantamweight,U-DEC,3,5:00,Joe Soto,Rani Yahya,0,0,54,59,1,1,2,0,9,47b7e4e60813b7b2
9,9,win,Lightweight,SUB  North-South Choke,1,1:42,Michel Prazeres,Joshua Burkman,0,0,24,1,2,0,1,0,10,47b7e4e60813b7b2
10,10,win,Featherweight,U-DEC,3,5:00,Jeremy Kennedy,Rony Jason,0,1,46,18,8,0,0,0,11,47b7e4e60813b7b2
11,11,win,Middleweight,KO/TKO  Punch,1,1:17,Paulo Costa,Garreth McLellan,1,0,22,6,0,0,0,0,12,47b7e4e60813b7b2
0,0,win,Flyweight,KO/TKO  Punch,1,2:08,Demetrious Johnson,Joseph Benavidez,1,0,7,4,0,0,0,0,1,480b702debcb5433
1,1,win,Bantamweight,SUB  Guillotine Choke,2,3:22,Urijah Faber,Michael McDonald,1,0,29,9,1,0,1,0,2,480b702debcb5433
2,2,win,Featherweight,U-DEC,3,5:00,Chad Mendes,Nik Lentz,0,0,35,40,7,0,1,0,3,480b702debcb5433
3,3,win,Lightweight,U-DEC,3,5:00,Joe Lauzon,Mac Danzig,0,0,43,52,3,0,2,0,4,480b702debcb5433
4,4,win,Welterweight,U-DEC,3,5:00,Ryan LaFlare,Court McGee,0,0,68,54,4,4,1,2,5,480b702debcb5433
5,5,win,Lightweight,M-DEC,3,5:00,Edson Barboza,Danny Castillo,1,0,43,55,0,1,1,1,6,480b702debcb5433
6,6,win,Lightweight,U-DEC,3,5:00,Bobby Green,Pat Healy,0,0,80,59,3,2,0,0,7,480b702debcb5433
7,7,win,Flyweight,U-DEC,3,5:00,Zach Makovsky,Scott Jorgensen,0,0,26,31,6,1,1,1,8,480b702debcb5433
8,8,win,Lightweight,U-DEC,3,5:00,Sam Stout,Cody McKenzie,0,0,54,31,1,1,1,0,9,480b702debcb5433
9,9,win,Lightweight,KO/TKO  Punches,2,1:35,Abel Trujillo,Roger Bowling,0,0,43,9,5,0,0,0,10,480b702debcb5433
10,10,win,Flyweight,S-DEC,3,5:00,Alptekin Ozkilic,Darren Uyenoyama,0,0,27,33,3,2,0,0,11,480b702debcb5433
0,0,win,Lightweight,KO/TKO  Punch,1,4:18,Justin Gaethje,Donald Cerrone,1,0,40,17,0,0,0,0,1,4834ff149dc9542a
1,1,win,Light Heavyweight,S-DEC,3,5:00,Glover Teixeira,Nikita Krylov,0,0,43,47,1,2,2,1,2,4834ff149dc9542a
2,2,nc  nc,Heavyweight,CNC,1,4:03,Todd Duffee,Jeff Hughes,1,0,30,16,1,0,0,0,3,4834ff149dc9542a
3,3,win,Welterweight,U-DEC,3,5:00,Tristan Connelly,Michel Pereira,0,0,64,32,0,2,1,0,4,4834ff149dc9542a
4,4,win,Middleweight,S-DEC,3,5:00,Uriah Hall,Antonio Carlos Junior,1,0,34,22,0,3,0,0,5,4834ff149dc9542a
5,5,win,Light Heavyweight,SUB  Peruvian Necktie,1,3:38,Misha Cirkunov,Jimmy Crute,0,0,6,21,1,0,1,0,6,4834ff149dc9542a
6,6,win,Heavyweight,KO/TKO  Punches,1,0:59,Augusto Sakai,Marcin Tybura,1,0,15,6,0,0,0,0,7,4834ff149dc9542a
7,7,win,Bantamweight,S-DEC,3,5:00,Miles Johns,Cole Smith,0,0,31,11,1,1,0,0,8,4834ff149dc9542a
8,8,win,Bantamweight,U-DEC,3,5:00,Hunter Azure,Brad Katona,0,0,41,21,0,3,0,0,9,4834ff149dc9542a
9,9,win,Featherweight,U-DEC,3,5:00,Chas Skelly,Jordan Griffin,0,0,21,37,1,1,3,2,10,4834ff149dc9542a
10,10,win,Bantamweight,KO/TKO  Punch,1,4:43,Louis Smolka,Ryan MacDonald,1,0,59,30,0,0,0,0,11,4834ff149dc9542a
11,11,win,Lightweight,U-DEC,3,5:00,Austin Hubbard,Kyle Prepolec,0,0,51,44,3,0,0,0,12,4834ff149dc9542a
0,0,win,Welterweight,KO/TKO  Punch,2,4:55,Anthony Pettis,Stephen Thompson,1,0,32,47,0,0,0,0,1,487c170da059857d
1,1,win,Heavyweight,U-DEC,3,5:00,Curtis Blaydes,Justin Willis,0,0,22,2,7,0,0,0,2,487c170da059857d
2,2,win,Lightweight,U-DEC,3,5:00,John Makdessi,Jesus Pinedo,0,0,73,37,0,0,0,0,3,487c170da059857d
3,3,win,Flyweight,U-DEC,3,5:00,Jussier Formiga,Deiveson Figueiredo,0,0,26,14,3,0,0,0,4,487c170da059857d
4,4,win,Featherweight,U-DEC,3,5:00,Luis Pena,Steven Peterson,0,0,52,34,1,4,0,1,5,487c170da059857d
5,5,win,Women's Flyweight,KO/TKO  Punches,2,3:01,Maycee Barber,JJ Aldrich,0,0,55,25,0,0,0,0,6,487c170da059857d
6,6,win,Featherweight,U-DEC,3,5:00,Bryce Mitchell,Bobby Moffett,0,0,17,9,0,5,2,2,7,487c170da059857d
7,7,win,Bantamweight,KO/TKO  Punch,1,1:25,Marlon Vera,Frankie Saenz,1,0,12,4,0,0,0,0,8,487c170da059857d
8,8,win,Women's Flyweight,U-DEC,3,5:00,Jennifer Maia,Alexis Davis,0,0,60,72,0,1,0,0,9,487c170da059857d
9,9,win,Women's Strawweight,SUB  Armbar,1,4:24,Randa Markos,Angela Hill,0,0,13,2,1,0,1,0,10,487c170da059857d
10,10,win,Bantamweight,U-DEC,3,5:00,Chris Gutierrez,Ryan MacDonald,0,0,69,15,0,0,0,0,11,487c170da059857d
11,11,win,Flyweight,U-DEC,3,5:00,Jordan Espinosa,Eric Shelton,0,0,47,25,1,0,0,0,12,487c170da059857d
0,0,win,Heavyweight,U-DEC,5,5:00,Junior Dos Santos,Ben Rothwell,0,0,157,77,0,0,0,0,1,4887e5bc4dbb73ff
1,1,win,Heavyweight,KO/TKO  Punches,1,4:48,Derrick Lewis,Gabriel Gonzaga,1,0,17,5,0,1,0,0,2,4887e5bc4dbb73ff
2,2,win,Heavyweight,KO/TKO,2,5:00,Francis Ngannou,Curtis Blaydes,0,0,36,24,0,2,0,0,3,4887e5bc4dbb73ff
3,3,win,Heavyweight,U-DEC,3,5:00,Timothy Johnson,Marcin Tybura,0,0,45,48,0,1,0,0,4,4887e5bc4dbb73ff
4,4,win,Light Heavyweight,U-DEC,3,5:00,Jan Blachowicz,Igor Pokrajac,0,0,98,35,4,0,0,0,5,4887e5bc4dbb73ff
5,5,win,Women's Strawweight,U-DEC,3,5:00,Maryna Moroz,Cristina Stanciu,0,0,35,39,1,1,1,2,6,4887e5bc4dbb73ff
6,6,win,Welterweight,U-DEC,3,5:00,Zak Cummings,Nicolas Dalby,1,0,56,57,1,0,1,0,7,4887e5bc4dbb73ff
7,7,win,Bantamweight,KO/TKO  Punches,1,4:04,Alejandro Perez,Ian Entwistle,0,0,48,0,0,0,0,1,8,4887e5bc4dbb73ff
8,8,win,Lightweight,KO/TKO  Punch,1,3:44,Mairbek Taisumov,Damir Hadzovic,1,0,25,11,0,0,0,0,9,4887e5bc4dbb73ff
9,9,win,Bantamweight,SUB  Rear Naked Choke,1,2:16,Damian Stasiak,Filip Pejic,0,0,2,0,2,0,1,0,10,4887e5bc4dbb73ff
10,10,win,Featherweight,S-DEC,3,5:00,Lucas Martins,Robert Whiteford,0,0,30,45,0,1,0,0,11,4887e5bc4dbb73ff
11,11,win,Heavyweight,KO/TKO  Punch,1,2:44,Jared Cannonier,Cyril Asker,1,0,27,13,0,0,0,0,12,4887e5bc4dbb73ff
12,12,win,Middleweight,U-DEC,3,5:00,Bojan Velickovic,Alessio Di Chirico,0,0,45,65,1,2,1,0,13,4887e5bc4dbb73ff
0,0,win,Lightweight,SUB  Rear Naked Choke,4,3:54,BJ Penn,Kenny Florian,0,0,57,19,1,0,1,0,1,48d1f690b763934c
1,1,win,Light Heavyweight,KO/TKO  Punch,1,3:23,Anderson Silva,Forrest Griffin,3,0,13,3,0,0,0,0,2,48d1f690b763934c
2,2,win,Lightweight,U-DEC,3,5:00,Aaron Riley,Shane Nelson,0,0,50,28,2,0,0,0,3,48d1f690b763934c
3,3,win,Welterweight,KO/TKO  Punches,1,0:29,Johny Hendricks,Amir Sadollah,1,0,7,2,0,0,0,0,4,48d1f690b763934c
4,4,win,Middleweight,U-DEC,3,5:00,Ricardo Almeida,Kendall Grove,0,0,38,25,6,0,0,2,5,48d1f690b763934c
5,5,win,Lightweight,U-DEC,3,5:00,Kurt Pellegrino,Josh Neer,0,0,21,24,3,0,0,1,6,48d1f690b763934c
6,6,win,Welterweight,S-DEC,3,5:00,John Howard,Tamdan McCrory,0,0,19,11,5,2,1,1,7,48d1f690b763934c
7,7,win,Middleweight,S-DEC,3,5:00,Alessio Sakara,Thales Leites,0,0,24,22,0,4,0,0,8,48d1f690b763934c
8,8,win,Welterweight,U-DEC,3,5:00,Matthew Riddle,Dan Cramer,0,0,47,5,2,0,2,1,9,48d1f690b763934c
9,9,win,Lightweight,SUB  Kimura,2,1:59,George Sotiropoulos,George Roop,0,0,14,5,3,0,1,0,10,48d1f690b763934c
10,10,win,Welterweight,KO/TKO,3,3:37,Jesse Lennox,Danillo Villefort,0,0,37,43,1,1,0,1,11,48d1f690b763934c
0,0,win,Welterweight,U-DEC,5,5:00,Kamaru Usman,Colby Covington,2,0,123,107,1,0,0,0,1,48e093ea1f43a053
1,1,win,Women's Strawweight,S-DEC,5,5:00,Rose Namajunas,Zhang Weili,0,0,86,83,2,5,0,0,2,48e093ea1f43a053
2,2,win,Bantamweight,KO/TKO  Kick,3,3:50,Marlon Vera,Frankie Edgar,1,0,88,94,0,3,1,0,3,48e093ea1f43a053
3,3,win,Featherweight,U-DEC,3,5:00,Shane Burgos,Billy Quarantillo,0,0,193,164,0,0,0,0,4,48e093ea1f43a053
4,4,win,Lightweight,U-DEC,3,5:00,Justin Gaethje,Michael Chandler,1,0,116,103,0,1,0,0,5,48e093ea1f43a053
5,5,win,Middleweight,KO/TKO  Flying Knee,2,0:18,Alex Pereira,Andreas Michailidis,1,0,11,3,0,2,0,0,6,48e093ea1f43a053
6,6,win,Lightweight,KO/TKO  Punches,1,2:25,Bobby Green,Al Iaquinta,1,0,28,10,0,0,0,0,7,48e093ea1f43a053
7,7,win,Middleweight,KO/TKO  Punch,1,4:27,Chris Curtis,Phil Hawes,1,0,21,48,0,0,0,0,8,48e093ea1f43a053
8,8,win,Middleweight,KO/TKO  Elbows,2,4:52,Nassourdine Imavov,Edmen Shahbazyan,0,0,42,22,0,1,4,0,9,48e093ea1f43a053
9,9,win,Welterweight,KO/TKO  Punch,1,4:59,Ian Garry,Jordan Williams,1,0,18,22,0,0,0,0,10,48e093ea1f43a053
10,10,win,Heavyweight,KO/TKO  Kick,2,2:23,Chris Barnett,Gian Villante,1,0,38,30,0,0,0,0,11,48e093ea1f43a053
11,11,win,Light Heavyweight,U-DEC,3,5:00,Dustin Jacoby,John Allan,0,0,153,77,0,0,0,0,12,48e093ea1f43a053
12,12,win,Featherweight,U-DEC,3,5:00,Melsik Baghdasaryan,Bruno Souza,0,0,75,46,0,0,0,0,13,48e093ea1f43a053
13,13,win,Flyweight,U-DEC,3,5:00,Ode Osbourne,CJ Vergara,0,0,79,93,1,0,0,0,14,48e093ea1f43a053
0,0,win,Lightweight,S-DEC,3,5:00,Diego Sanchez,Clay Guida,1,0,68,29,1,2,3,0,1,4908c5ee68a50ee5
1,1,win,Welterweight,SUB  Rear Naked Choke,1,4:54,James Wilks,DaMarques Johnson,0,0,17,13,2,0,8,0,2,4908c5ee68a50ee5
2,2,win,Welterweight,U-DEC,3,5:00,Chris Lytle,Kevin Burns,0,1,101,69,0,1,0,0,3,4908c5ee68a50ee5
3,3,win,Lightweight,U-DEC,3,5:00,Ross Pearson,Andre Winner,0,0,74,46,0,0,0,0,4,4908c5ee68a50ee5
4,4,win,Lightweight,U-DEC,3,5:00,Joe Stevenson,Nate Diaz,0,0,27,6,8,1,1,4,5,4908c5ee68a50ee5
5,5,win,Lightweight,S-DEC,3,5:00,Melvin Guillard,Gleison Tibau,0,0,13,14,1,6,0,0,6,4908c5ee68a50ee5
6,6,win,Welterweight,S-DEC,3,5:00,Brad Blackburn,Edgar Garcia,0,0,66,39,0,1,1,0,7,4908c5ee68a50ee5
7,7,win,Light Heavyweight,KO/TKO  Knee,1,4:48,Tomasz Drwal,Mike Ciesnolevicz,1,0,27,3,4,0,0,0,8,4908c5ee68a50ee5
8,8,win,Welterweight,SUB  Rear Naked Choke,1,3:40,Nick Osipczak,Frank Lester,0,0,14,8,1,0,1,0,9,4908c5ee68a50ee5
9,9,win,Lightweight,SUB  Anaconda Choke,1,4:46,Jason Dent,Cameron Dollar,0,0,14,24,0,0,1,0,10,4908c5ee68a50ee5
0,0,win,Lightweight,KO/TKO  Punches,2,3:04,Conor McGregor,Eddie Alvarez,3,0,32,9,0,0,0,0,1,4956f60b7fa57c1a
1,1,draw  draw,Welterweight,M-DEC,5,5:00,Tyron Woodley,Stephen Thompson,1,0,61,43,1,0,2,0,2,4956f60b7fa57c1a
2,2,win,Women's Strawweight,U-DEC,5,5:00,Joanna Jedrzejczyk,Karolina Kowalkiewicz,0,0,171,50,1,0,0,0,3,4956f60b7fa57c1a
3,3,win,Middleweight,KO/TKO  Flying Knee,3,0:24,Yoel Romero,Chris Weidman,1,0,18,12,2,1,0,0,4,4956f60b7fa57c1a
4,4,win,Women's Bantamweight,U-DEC,3,5:00,Raquel Pennington,Miesha Tate,0,0,43,21,1,1,3,0,5,4956f60b7fa57c1a
5,5,win,Featherweight,U-DEC,3,5:00,Frankie Edgar,Jeremy Stephens,0,1,40,33,5,0,2,1,6,4956f60b7fa57c1a
6,6,win,Lightweight,SUB  Kimura,3,2:31,Khabib Nurmagomedov,Michael Johnson,0,0,94,19,2,0,1,1,7,4956f60b7fa57c1a
7,7,win,Middleweight,KO/TKO  Punches,1,3:22,Tim Boetsch,Rafael Natal,1,0,14,5,0,0,0,0,8,4956f60b7fa57c1a
8,8,win,Welterweight,KO/TKO  Punches,1,1:19,Vicente Luque,Belal Muhammad,1,0,9,3,0,0,0,0,9,4956f60b7fa57c1a
9,9,win,Catch Weight,U-DEC,3,5:00,Jim Miller,Thiago Alves,0,0,28,36,4,0,1,0,10,4956f60b7fa57c1a
10,10,win,Women's Bantamweight,S-DEC,3,5:00,Liz Carmouche,Katlyn Chookagian,0,1,27,22,4,0,0,0,11,4956f60b7fa57c1a
0,0,win,Flyweight,U-DEC,3,5:00,Demetrious Johnson,Ian McCall,1,0,90,57,2,1,0,0,1,49590e0508b2c19f
1,1,win,Welterweight,SUB  Rear Naked Choke,1,4:33,Erick Silva,Charlie Brenneman,0,0,10,3,0,1,2,0,2,49590e0508b2c19f
2,2,win,Welterweight,KO/TKO  Punch,1,4:56,Mike Pyle,Josh Neer,1,0,18,19,1,0,0,0,3,49590e0508b2c19f
3,3,win,Bantamweight,KO/TKO  Punch,2,4:10,Eddie Wineland,Scott Jorgensen,1,0,61,48,1,0,0,0,4,49590e0508b2c19f
4,4,win,Welterweight,U-DEC,3,5:00,Mike Pierce,Carlos Eduardo Rocha,0,0,32,17,3,0,0,0,5,49590e0508b2c19f
5,5,win,Welterweight,S-DEC,3,5:00,Seth Baczynski,Lance Benoist,0,0,25,35,1,3,0,0,6,49590e0508b2c19f
6,6,win,Featherweight,U-DEC,3,5:00,Matt Grice,Leonard Garcia,0,0,61,2,4,0,1,0,7,49590e0508b2c19f
7,7,win,Bantamweight,SUB  Rear Naked Choke,1,3:21,Dustin Pague,Jared Papazian,0,0,6,7,1,0,1,0,8,49590e0508b2c19f
8,8,win,Lightweight,KO/TKO  Punches,1,1:06,Tim Means,Justin Salas,2,0,26,5,0,0,0,0,9,49590e0508b2c19f
9,9,win,Middleweight,U-DEC,3,5:00,Buddy Roberts,Caio Magalhaes,0,0,35,22,0,2,0,0,10,49590e0508b2c19f
10,10,win,Lightweight,S-DEC,3,5:00,Henry Martinez,Bernardo Magalhaes,0,0,18,26,0,0,0,1,11,49590e0508b2c19f
11,11,win,Welterweight,U-DEC,3,5:00,Sean Pierson,Jake Hecht,0,0,41,37,1,3,1,0,12,49590e0508b2c19f
0,0,win,Heavyweight,KO/TKO  Punch,2,3:04,Junior Dos Santos,Frank Mir,1,0,59,17,0,0,0,0,1,4985113c0928aa62
1,1,win,Heavyweight,KO/TKO  Punches,1,3:36,Cain Velasquez,Antonio Silva,0,0,28,1,1,0,0,0,2,4985113c0928aa62
2,2,win,Heavyweight,KO/TKO  Punch,1,0:51,Roy Nelson,Dave Herman,1,0,2,3,0,0,0,0,3,4985113c0928aa62
3,3,win,Heavyweight,KO/TKO  Elbows,2,3:14,Stipe Miocic,Shane del Rosario,0,0,32,32,2,0,0,0,4,4985113c0928aa62
4,4,win,Heavyweight,SUB  Armbar,1,1:05,Stefan Struve,Lavar Johnson,0,0,0,4,0,0,1,0,5,4985113c0928aa62
5,5,win,Featherweight,U-DEC,3,5:00,Darren Elkins,Diego Brandao,0,0,36,23,1,0,1,0,6,4985113c0928aa62
6,6,win,Lightweight,KO/TKO  Punches,1,3:23,Jamie Varner,Edson Barboza,1,0,20,11,2,0,0,0,7,4985113c0928aa62
7,7,win,Middleweight,U-DEC,3,5:00,CB Dollaway,Jason Miller,0,0,29,14,4,0,1,2,8,4985113c0928aa62
8,8,win,Welterweight,KO/TKO  Punch,1,3:51,Dan Hardy,Duane Ludwig,1,0,18,17,0,0,0,0,9,4985113c0928aa62
9,9,win,Lightweight,SUB  Triangle Armbar,1,1:54,Paul Sass,Jacob Volkmann,0,0,1,2,0,0,2,0,10,4985113c0928aa62
10,10,win,Light Heavyweight,SUB  Arm Triangle,1,1:53,Glover Teixeira,Kyle Kingsbury,0,0,15,5,0,0,1,0,11,4985113c0928aa62
11,11,win,Featherweight,U-DEC,3,5:00,Mike Brown,Daniel Pineda,0,0,38,28,2,1,0,0,12,4985113c0928aa62
0,0,win,Lightweight,U-DEC,5,5:00,Khabib Nurmagomedov,Al Iaquinta,0,0,134,41,6,0,1,0,1,49e7e05f902479ca
1,1,win,Women's Strawweight,U-DEC,5,5:00,Rose Namajunas,Joanna Jedrzejczyk,0,0,105,145,1,0,0,0,2,49e7e05f902479ca
2,2,win,Featherweight,U-DEC,3,5:00,Renato Moicano,Calvin Kattar,0,0,116,41,0,0,0,0,3,49e7e05f902479ca
3,3,win,Featherweight,U-DEC,3,5:00,Zabit Magomedsharipov,Kyle Bochniak,0,0,97,43,5,0,0,0,4,49e7e05f902479ca
4,4,win,Lightweight,KO/TKO,2,5:00,Chris Gruetzemacher,Joe Lauzon,0,0,128,48,0,0,0,0,5,49e7e05f902479ca
5,5,win,Women's Strawweight,S-DEC,3,5:00,Karolina Kowalkiewicz,Felice Herrig,0,0,126,86,0,0,0,0,6,49e7e05f902479ca
6,6,win,Lightweight,KO/TKO  Knees,1,0:53,Olivier Aubin-Mercier,Evan Dunham,1,0,13,4,0,0,0,0,7,49e7e05f902479ca
7,7,win,Women's Flyweight,U-DEC,3,5:00,Ashlee Evans-Smith,Bec Rawlings,0,0,116,88,1,0,0,0,8,49e7e05f902479ca
8,8,win,Light Heavyweight,U-DEC,3,5:00,Devin Clark,Mike Rodriguez,0,0,50,40,7,0,0,0,9,49e7e05f902479ca
0,0,win,Heavyweight,KO/TKO  Punch,1,2:20,Cain Velasquez,Antonio Rodrigo Nogueira,1,0,23,3,0,0,0,0,1,49efbdc6c9f650c4
1,1,win,Middleweight,U-DEC,3,5:00,Wanderlei Silva,Michael Bisping,1,0,42,32,1,5,1,0,2,49efbdc6c9f650c4
2,2,win,Lightweight,U-DEC,3,5:00,George Sotiropoulos,Joe Stevenson,0,0,20,7,2,3,3,2,3,49efbdc6c9f650c4
3,3,win,Light Heavyweight,KO/TKO  Punch,3,2:10,Ryan Bader,Keith Jardine,1,0,29,15,3,0,0,0,4,49efbdc6c9f650c4
4,4,win,Heavyweight,KO/TKO,2,5:00,Mirko Filipovic,Anthony Perosh,0,0,29,9,0,0,1,0,5,49efbdc6c9f650c4
5,5,win,Light Heavyweight,KO/TKO,3,1:04,Krzysztof Soszynski,Stephan Bonnar,0,0,48,36,0,2,0,0,6,49efbdc6c9f650c4
6,6,win,Welterweight,SUB  Kneebar,1,1:41,Chris Lytle,Brian Foster,0,0,2,5,0,1,1,0,7,49efbdc6c9f650c4
7,7,win,Middleweight,U-DEC,3,5:00,CB Dollaway,Goran Reljic,0,0,25,20,5,1,1,3,8,49efbdc6c9f650c4
8,8,win,Light Heavyweight,KO/TKO  Punches,3,3:26,James Te Huna,Igor Pokrajac,0,2,22,25,5,2,1,0,9,49efbdc6c9f650c4
0,0,win,Middleweight,SUB  Kneebar,2,1:28,Frank Shamrock,Jeremy Horn,0,0,20,14,0,5,3,0,1,4a01dc8376736ef5
1,1,win,Heavyweight,KO/TKO  Kick,2,0:38,Pete Williams,Mark Coleman,1,0,22,26,0,3,1,0,2,4a01dc8376736ef5
2,2,win,Middleweight,S-DEC,2,3:00,Dan Henderson,Carlos Newton,0,2,28,20,3,2,0,1,3,4a01dc8376736ef5
3,3,win,Heavyweight,KO/TKO  Punches,1,0:43,David Abbott,Hugo Duarte,0,0,11,0,0,1,0,0,4,4a01dc8376736ef5
4,4,win,Heavyweight,SUB  Keylock,1,11:01,Mike van Arsdale,Joe Pardo,0,0,27,4,1,0,1,1,5,4a01dc8376736ef5
5,5,win,Middleweight,SUB  Triangle Choke,1,0:52,Carlos Newton,Bob Gilstrap,0,0,1,0,1,0,3,0,6,4a01dc8376736ef5
